7524794.665, -4451689.692, 1.5708
-6.87, 0.012, 0.0173
-6.87, 0.012, 0.0175
-6.87, 0.012, 0.0174
-6.87, 0.012, 0.0175
-6.87, 0.012, 0.0175
-6.87, 0.012, 0.0174
-6.87, 0.012, 0.0175
-6.87, 0.012, 0.0175
-6.87, 0.012, 0.0174
-6.87, 0.012, 0.0175
7524794.665, -4451689.692, 1.5708
7524794.665, -4451689.692, 1.5708
-6.88, 0.009, 0.0176
-6.88, 0.009, 0.0176
-6.88, 0.009, 0.0176
-6.88, 0.009, 0.0176
-6.88, 0.009, 0.0176
-6.88, 0.009, 0.0176
-6.88, 0.009, 0.0177
-6.88, 0.009, 0.0177
-6.88, 0.01, 0.0177
-6.88, 0.01, 0.0177
-6.88, 0.01, 0.0177
-6.88, 0.01, 0.0177
-6.88, 0.01, 0.0177
-6.88, 0.01, 0.0176
-6.88, 0.01, 0.0175
-6.88, 0.01, 0.0175
-6.88, 0.01, 0.0175
-6.88, 0.01, 0.0176
-6.88, 0.01, 0.0176
-6.88, 0.01, 0.0175
-6.88, 0.01, 0.0175
-6.88, 0.01, 0.0174
-6.88, 0.01, 0.0175
-6.88, 0.01, 0.0175
-6.88, 0.01, 0.0174
-6.88, 0.01, 0.0174
-6.88, 0.01, 0.0174
-6.88, 0.01, 0.0174
-6.88, 0.01, 0.0174
-6.88, 0.01, 0.0175
-6.88, 0.01, 0.0175
-6.88, 0.01, 0.0175
-6.879, 0.01, 0.0176
-6.879, 0.01, 0.0176
-6.879, 0.01, 0.0176
-6.879, 0.01, 0.0177
-6.846, 0.017, 0.0178
-6.838, 0.017, 0.0178
-6.831, 0.017, 0.0179
-6.82, 0.017, 0.018
-6.809, 0.017, 0.018
-6.796, 0.017, 0.0181
-6.781, 0.017, 0.0182
-6.763, 0.017, 0.0183
-6.743, 0.018, 0.0185
-6.719, 0.018, 0.0185
-6.709, 0.018, 0.0186
-6.661, 0.019, 0.019
-6.626, 0.019, 0.0192
-6.587, 0.02, 0.0194
-6.544, 0.02, 0.0197
-6.496, 0.021, 0.0199
-6.446, 0.021, 0.0203
-6.392, 0.022, 0.0206
-6.336, 0.023, 0.0208
-6.276, 0.024, 0.0212
-6.227, 0.025, 0.0215
-6.149, 0.026, 0.0219
-6.08, 0.027, 0.0223
-6.009, 0.029, 0.0228
-5.935, 0.03, 0.0231
-5.859, 0.032, 0.0236
-5.78, 0.034, 0.0239
-5.699, 0.035, 0.0243
-5.616, 0.037, 0.025
-5.53, 0.039, 0.0255
-5.46, 0.04, 0.0258
-5.352, 0.043, 0.0266
-5.278, 0.044, 0.0271
-5.164, 0.047, 0.0275
-5.068, 0.048, 0.0281
-4.97, 0.05, 0.0286
-4.871, 0.053, 0.029
-4.77, 0.055, 0.0296
-4.667, 0.058, 0.0301
-4.562, 0.06, 0.0307
-4.52, 0.061, 0.0308
-4.348, 0.065, 0.0316
-4.238, 0.066, 0.0323
-4.127, 0.068, 0.0328
-4.014, 0.071, 0.0335
-3.899, 0.073, 0.0341
-3.783, 0.076, 0.0349
-3.665, 0.078, 0.0354
-3.545, 0.081, 0.0358
-3.424, 0.083, 0.0367
-3.301, 0.086, 0.0373
-3.176, 0.09, 0.0379
-3.05, 0.094, 0.0384
-2.948, 0.097, 0.0387
-2.794, 0.102, 0.0392
-2.663, 0.106, 0.0396
-2.532, 0.11, 0.0399
-2.4, 0.114, 0.0403
-2.266, 0.119, 0.0405
-2.132, 0.123, 0.0406
-1.996, 0.128, 0.0411
-1.86, 0.133, 0.041
-1.724, 0.137, 0.041
-1.585, 0.141, 0.0411
-1.446, 0.146, 0.0409
-1.305, 0.151, 0.0412
-1.164, 0.155, 0.0412
-1.022, 0.16, 0.0411
-0.879, 0.165, 0.0412
-0.735, 0.169, 0.0414
-0.59, 0.174, 0.0414
-0.444, 0.179, 0.0414
-0.297, 0.185, 0.0417
-0.149, 0.19, 0.0416
-0.002, 0.196, 0.0415
0.147, 0.201, 0.0416
0.296, 0.206, 0.0416
0.444, 0.211, 0.0411
0.592, 0.216, 0.0407
0.741, 0.221, 0.0405
0.888, 0.226, 0.0398
1.035, 0.231, 0.0397
1.182, 0.235, 0.0393
1.329, 0.239, 0.0387
1.475, 0.244, 0.0386
1.621, 0.248, 0.0382
1.767, 0.252, 0.0376
1.913, 0.256, 0.0374
2.059, 0.26, 0.037
2.204, 0.264, 0.0362
2.32, 0.267, 0.0359
2.495, 0.27, 0.0354
2.641, 0.273, 0.0345
2.786, 0.276, 0.034
2.931, 0.278, 0.0335
3.075, 0.281, 0.0325
3.22, 0.284, 0.032
3.364, 0.286, 0.0315
3.509, 0.288, 0.0304
3.653, 0.289, 0.0298
3.797, 0.292, 0.0291
3.942, 0.294, 0.0281
4.086, 0.297, 0.0272
4.231, 0.299, 0.0263
4.375, 0.301, 0.0246
4.519, 0.303, 0.023
4.663, 0.304, 0.0215
4.806, 0.305, 0.0195
4.949, 0.306, 0.0176
5.091, 0.306, 0.0157
5.148, 0.306, 0.0146
5.375, 0.306, 0.0096
5.516, 0.305, 0.0062
5.658, 0.304, 0.0015
5.8, 0.301, -0.0029
5.942, 0.298, -0.0078
6.083, 0.295, -0.0135
6.225, 0.29, -0.0191
6.367, 0.284, -0.0251
6.509, 0.278, -0.0312
6.622, 0.272, -0.0362
6.793, 0.261, -0.0439
6.935, 0.25, -0.0512
7.079, 0.239, -0.0586
7.223, 0.227, -0.0661
7.367, 0.213, -0.0743
7.512, 0.197, -0.0821
7.658, 0.181, -0.0899
7.804, 0.163, -0.0982
7.951, 0.144, -0.1063
8.098, 0.124, -0.1142
8.246, 0.104, -0.1225
8.394, 0.082, -0.1305
8.513, 0.064, -0.1371
8.693, 0.035, -0.1473
8.843, 0.01, -0.1556
8.993, -0.018, -0.1639
9.144, -0.047, -0.1724
9.295, -0.077, -0.1807
9.447, -0.109, -0.189
9.538, -0.129, -0.1942
9.751, -0.172, -0.2064
9.903, -0.205, -0.2148
9.964, -0.218, -0.2184
10.208, -0.274, -0.232
10.361, -0.31, -0.2408
10.514, -0.348, -0.2495
10.666, -0.389, -0.2577
10.819, -0.43, -0.2663
10.972, -0.473, -0.2746
11.094, -0.509, -0.2809
11.279, -0.564, -0.291
11.371, -0.592, -0.2959
11.587, -0.66, -0.3072
11.741, -0.71, -0.3157
11.895, -0.761, -0.3235
12.048, -0.814, -0.3319
12.202, -0.868, -0.3401
12.356, -0.924, -0.3476
12.51, -0.981, -0.3558
12.571, -1.005, -0.359
12.818, -1.1, -0.371
12.941, -1.148, -0.3773
13.125, -1.223, -0.3864
13.279, -1.287, -0.3939
13.432, -1.353, -0.4012
13.585, -1.419, -0.4084
13.739, -1.486, -0.4156
13.892, -1.554, -0.4223
14.044, -1.623, -0.4291
14.135, -1.665, -0.4332
14.347, -1.764, -0.4421
14.499, -1.836, -0.4483
14.649, -1.909, -0.4541
14.8, -1.982, -0.4597
14.83, -1.997, -0.4609
15.1, -2.132, -0.4701
15.25, -2.207, -0.4747
15.4, -2.284, -0.4787
15.549, -2.361, -0.4821
15.668, -2.423, -0.4844
15.846, -2.518, -0.4877
15.906, -2.549, -0.4887
16.144, -2.677, -0.493
16.292, -2.758, -0.4954
16.44, -2.838, -0.4981
16.588, -2.919, -0.5007
16.737, -3.001, -0.5036
16.886, -3.083, -0.5061
17.034, -3.167, -0.5086
17.183, -3.251, -0.5114
17.331, -3.338, -0.5137
17.42, -3.391, -0.5151
17.628, -3.515, -0.5188
17.777, -3.604, -0.5208
17.925, -3.693, -0.5232
18.074, -3.783, -0.5254
18.222, -3.873, -0.5273
18.37, -3.962, -0.5294
18.517, -4.052, -0.5314
18.634, -4.124, -0.5329
18.81, -4.23, -0.5349
18.898, -4.284, -0.5359
19.102, -4.409, -0.5382
19.248, -4.499, -0.5396
19.393, -4.589, -0.541
19.539, -4.679, -0.5426
19.684, -4.769, -0.5439
19.829, -4.858, -0.5455
19.973, -4.947, -0.5468
20.031, -4.983, -0.5472
20.261, -5.126, -0.5493
20.347, -5.18, -0.5498
20.548, -5.306, -0.5511
20.691, -5.396, -0.5516
20.834, -5.487, -0.5518
20.977, -5.576, -0.5524
21.119, -5.666, -0.5522
21.262, -5.756, -0.5523
21.404, -5.845, -0.5524
21.518, -5.917, -0.5522
21.688, -6.024, -0.5517
21.717, -6.042, -0.5516
21.971, -6.202, -0.5512
22.112, -6.291, -0.5508
22.253, -6.38, -0.5501
22.393, -6.468, -0.5498
22.534, -6.557, -0.5493
22.674, -6.645, -0.5486
22.815, -6.733, -0.5485
22.927, -6.803, -0.5481
23.096, -6.908, -0.547
23.18, -6.96, -0.5469
23.375, -7.081, -0.5454
23.515, -7.168, -0.5446
23.654, -7.255, -0.5439
23.792, -7.341, -0.5425
23.931, -7.427, -0.5416
24.07, -7.513, -0.5406
24.208, -7.598, -0.5395
24.319, -7.665, -0.5392
24.485, -7.767, -0.5378
24.568, -7.817, -0.5371
24.761, -7.934, -0.5357
24.898, -8.018, -0.5338
25.035, -8.102, -0.532
25.172, -8.185, -0.5303
25.308, -8.267, -0.5281
25.444, -8.349, -0.5262
25.58, -8.429, -0.524
25.688, -8.493, -0.5219
25.85, -8.588, -0.5193
25.93, -8.635, -0.5178
26.118, -8.744, -0.5138
26.252, -8.821, -0.5113
26.385, -8.897, -0.5081
26.518, -8.973, -0.5048
26.65, -9.048, -0.5017
26.782, -9.123, -0.4981
26.913, -9.196, -0.4943
27.018, -9.253, -0.4914
27.176, -9.339, -0.4862
27.256, -9.382, -0.4837
27.44, -9.48, -0.478
27.572, -9.549, -0.4735
27.704, -9.617, -0.4691
27.836, -9.684, -0.4646
27.968, -9.752, -0.4594
28.101, -9.819, -0.4544
28.235, -9.886, -0.4494
28.369, -9.951, -0.4444
28.503, -10.018, -0.4391
28.637, -10.083, -0.434
28.773, -10.149, -0.4287
28.855, -10.188, -0.4255
29.047, -10.278, -0.4186
29.185, -10.342, -0.4129
29.324, -10.406, -0.4072
29.463, -10.468, -0.4019
29.603, -10.531, -0.396
29.715, -10.58, -0.3913
29.885, -10.651, -0.3845
30.026, -10.71, -0.3785
30.168, -10.768, -0.3724
30.196, -10.78, -0.3712
30.452, -10.882, -0.3606
30.595, -10.937, -0.3545
30.738, -10.991, -0.3487
30.882, -11.046, -0.3429
31.026, -11.099, -0.337
31.141, -11.141, -0.3321
31.313, -11.202, -0.3249
31.457, -11.252, -0.319
31.572, -11.292, -0.3143
31.746, -11.351, -0.3071
31.89, -11.398, -0.3011
32.035, -11.444, -0.2952
32.18, -11.49, -0.2889
32.326, -11.535, -0.2823
32.473, -11.579, -0.2763
32.59, -11.613, -0.2711
32.766, -11.664, -0.2634
32.914, -11.706, -0.2572
32.943, -11.715, -0.2559
33.211, -11.788, -0.2442
33.36, -11.827, -0.2378
33.511, -11.866, -0.2315
33.661, -11.903, -0.2247
33.812, -11.94, -0.2181
33.965, -11.975, -0.2119
34.087, -12.003, -0.2063
34.271, -12.044, -0.1988
34.426, -12.077, -0.1926
34.582, -12.11, -0.1859
34.738, -12.142, -0.1797
34.896, -12.173, -0.1733
35.055, -12.203, -0.1666
35.216, -12.232, -0.1602
35.377, -12.261, -0.1536
35.539, -12.288, -0.1467
35.669, -12.309, -0.1417
35.866, -12.34, -0.1337
35.964, -12.355, -0.1296
36.196, -12.388, -0.1207
36.362, -12.411, -0.1139
36.529, -12.432, -0.1072
36.697, -12.453, -0.1009
36.865, -12.473, -0.0942
37.033, -12.492, -0.0877
37.202, -12.509, -0.0813
37.337, -12.523, -0.0758
37.541, -12.541, -0.0681
37.712, -12.554, -0.0615
37.881, -12.566, -0.0553
38.051, -12.577, -0.049
38.221, -12.588, -0.0426
38.391, -12.597, -0.0362
38.56, -12.605, -0.0299
38.73, -12.613, -0.0234
38.899, -12.619, -0.0172
